order_id,date,category,unit_price,quantity,discount_pct,revenue,region,channel
5098,2025-01-04,Electronics,450.65,4,5,1712.47,West,Online
5232,2025-01-04,Clothing,77.01,3,5,219.48,South,In-Store
5713,2025-01-04,Clothing,52.27,5,0,261.35,South,Online
1269,2025-01-05,Sports,157.19,1,0,157.19,North,In-Store
1281,2025-01-05,Sports,100.06,2,0,200.12,South,In-Store
1496,2025-01-05,Sports,89.84,3,0,269.52,North,Online
1841,2025-01-05,Electronics,689.43,1,10,620.49,North,Online
2330,2025-01-05,Clothing,96.97,5,20,387.88,East,Online
2379,2025-01-05,Electronics,803.63,5,0,4018.15,East,In-Store
2448,2025-01-05,Books,28.0,1,15,23.8,West,Online
3151,2025-01-05,Sports,58.59,3,20,140.62,West,In-Store
3655,2025-01-05,Sports,196.66,4,5,747.31,East,In-Store
3784,2025-01-05,Clothing,45.74,2,0,91.48,East,Online
4759,2025-01-05,Sports,170.65,4,15,580.21,North,Online
5579,2025-01-05,Electronics,757.68,4,0,3030.72,East,Online
5626,2025-01-05,Electronics,615.1,2,0,1230.2,East,Online
1039,2025-01-06,Home & Kitchen,23.56,5,0,117.8,North,Online
1640,2025-01-06,Home & Kitchen,214.17,2,15,364.09,West,Online
1641,2025-01-06,Home & Kitchen,29.03,3,20,69.67,South,Online
1756,2025-01-06,Clothing,113.95,5,0,569.75,South,Online
2814,2025-01-06,Home & Kitchen,242.94,3,0,728.82,East,Online
2819,2025-01-06,Clothing,27.85,2,5,52.92,South,In-Store
4284,2025-01-06,Electronics,636.06,2,10,1144.91,North,In-Store
5057,2025-01-06,Books,22.78,3,20,54.67,South,In-Store
5397,2025-01-06,Clothing,38.68,5,0,193.4,North,In-Store
5409,2025-01-06,Electronics,417.87,1,0,417.87,East,In-Store
5655,2025-01-06,Clothing,73.7,4,0,294.8,East,Online
5675,2025-01-06,Sports,54.99,5,0,274.95,South,Online
5884,2025-01-06,Clothing,65.85,4,0,263.4,North,Online
1275,2025-01-07,Home & Kitchen,38.61,5,5,183.4,East,Online
1331,2025-01-07,Electronics,327.59,3,10,884.49,West,Online
1754,2025-01-07,Electronics,740.98,3,0,2222.94,West,Online
1862,2025-01-07,Electronics,206.48,3,0,619.44,South,In-Store
2398,2025-01-07,Home & Kitchen,207.65,4,15,706.01,North,Online
2842,2025-01-07,Sports,63.56,3,0,190.68,South,In-Store
3009,2025-01-07,Home & Kitchen,92.19,5,0,460.95,West,Online
3814,2025-01-07,Sports,59.11,2,0,118.22,South,In-Store
4312,2025-01-07,Sports,124.79,2,0,249.58,South,In-Store
4678,2025-01-07,Electronics,335.66,5,0,1678.3,West,Online
4767,2025-01-07,Sports,153.31,5,0,766.55,East,Online
4996,2025-01-07,Electronics,294.07,1,0,294.07,West,Online
4997,2025-01-07,Home & Kitchen,212.87,3,15,542.82,South,In-Store
5194,2025-01-07,Electronics,654.26,3,0,1962.78,West,Online
5740,2025-01-07,Clothing,77.54,4,0,310.16,East,In-Store
1382,2025-01-08,Books,5.07,5,0,25.35,East,Online
2107,2025-01-08,Home & Kitchen,45.95,4,0,183.8,West,Online
2395,2025-01-08,Home & Kitchen,199.71,5,0,998.55,West,In-Store
2662,2025-01-08,Clothing,67.08,3,0,201.24,North,Online
2796,2025-01-08,Sports,103.85,1,15,88.27,East,Online
2884,2025-01-08,Sports,79.77,3,0,239.31,South,Online
3267,2025-01-08,Home & Kitchen,231.37,4,0,925.48,North,Online
4045,2025-01-08,Electronics,422.87,2,0,845.74,East,In-Store
4187,2025-01-08,Clothing,32.95,5,0,164.75,South,Online
4936,2025-01-08,Sports,153.74,5,0,768.7,North,Online
2241,2025-01-09,Electronics,550.92,1,5,523.37,North,Online
2718,2025-01-09,Clothing,91.38,2,5,173.62,West,Online
3238,2025-01-09,Electronics,308.64,3,10,833.33,East,In-Store
3486,2025-01-09,Books,5.21,4,0,20.84,West,Online
3535,2025-01-09,Sports,145.98,5,5,693.4,South,In-Store
3849,2025-01-09,Sports,28.01,3,0,84.03,East,Online
3927,2025-01-09,Home & Kitchen,138.88,3,15,354.14,West,Online
4148,2025-01-09,Home & Kitchen,29.76,3,0,89.28,South,In-Store
4392,2025-01-09,Home & Kitchen,40.01,4,0,160.04,South,In-Store
4469,2025-01-09,Clothing,58.15,3,5,165.73,West,In-Store
4669,2025-01-09,Clothing,117.47,3,0,352.41,East,Online
4815,2025-01-09,Home & Kitchen,178.76,1,20,143.01,North,Online
4831,2025-01-09,Electronics,388.71,5,5,1846.37,North,In-Store
5133,2025-01-09,Home & Kitchen,56.04,4,0,224.16,South,In-Store
5250,2025-01-09,Books,26.37,3,0,79.11,South,Online
5976,2025-01-09,Sports,125.76,5,0,628.8,East,Online
1311,2025-01-10,Sports,165.8,3,0,497.4,East,In-Store
2113,2025-01-10,Sports,119.5,2,0,239.0,North,Online
2479,2025-01-10,Books,9.84,5,0,49.2,South,Online
2777,2025-01-10,Sports,60.81,5,20,243.24,West,Online
2820,2025-01-10,Sports,37.49,4,0,149.96,North,Online
2985,2025-01-10,Home & Kitchen,164.48,3,0,493.44,South,Online
2994,2025-01-10,Home & Kitchen,132.96,2,0,265.92,North,Online
3002,2025-01-10,Home & Kitchen,160.45,2,20,256.72,South,In-Store
3106,2025-01-10,Sports,60.13,3,0,180.39,West,Online
3343,2025-01-10,Electronics,467.64,5,5,2221.29,West,In-Store
3455,2025-01-10,Home & Kitchen,168.45,5,15,715.91,East,Online
3470,2025-01-10,Electronics,535.14,1,0,535.14,West,Online
3628,2025-01-10,Electronics,818.14,5,0,4090.7,West,Online
3917,2025-01-10,Books,13.29,1,15,11.3,South,Online
4283,2025-01-10,Clothing,87.76,2,0,175.52,South,In-Store
5354,2025-01-10,Home & Kitchen,132.47,2,0,264.94,North,Online
5683,2025-01-10,Home & Kitchen,203.3,3,10,548.91,West,Online
5844,2025-01-10,Sports,101.91,2,10,183.44,West,Online
1149,2025-01-11,Home & Kitchen,107.33,4,0,429.32,West,Online
1954,2025-01-11,Clothing,55.91,5,0,279.55,West,Online
3049,2025-01-11,Home & Kitchen,193.86,5,15,823.91,East,In-Store
3349,2025-01-11,Books,15.08,3,10,40.72,South,In-Store
3370,2025-01-11,Electronics,197.17,4,0,788.68,South,In-Store
3639,2025-01-11,Books,39.15,3,0,117.45,South,Online
3940,2025-01-11,Sports,152.17,5,0,760.85,East,In-Store
4297,2025-01-11,Electronics,803.0,3,5,2288.55,West,In-Store
4364,2025-01-11,Clothing,68.9,2,5,130.91,East,Online
4751,2025-01-11,Books,15.81,3,20,37.94,South,Online
5032,2025-01-11,Books,33.33,3,0,99.99,North,Online
5094,2025-01-11,Home & Kitchen,86.86,3,0,260.58,North,Online
5171,2025-01-11,Home & Kitchen,57.61,5,0,288.05,West,Online
5465,2025-01-11,Electronics,231.31,4,0,925.24,North,In-Store
5631,2025-01-11,Books,19.35,2,0,38.7,East,Online
5653,2025-01-11,Home & Kitchen,135.39,5,20,541.56,East,Online
1080,2025-01-12,Books,7.03,4,0,28.12,West,Online
1195,2025-01-12,Electronics,586.63,1,0,586.63,South,Online
1941,2025-01-12,Home & Kitchen,195.29,2,0,390.58,West,In-Store
2428,2025-01-12,Clothing,83.23,2,0,166.46,West,Online
3528,2025-01-12,Clothing,33.27,1,5,31.61,East,In-Store
3879,2025-01-12,Clothing,79.58,1,0,79.58,West,In-Store
3894,2025-01-12,Clothing,27.35,5,0,136.75,East,Online
4197,2025-01-12,Clothing,17.62,3,0,52.86,West,Online
4220,2025-01-12,Electronics,645.56,2,0,1291.12,South,Online
4359,2025-01-12,Clothing,21.15,1,0,21.15,East,Online
4855,2025-01-12,Clothing,113.14,3,0,339.42,South,Online
4887,2025-01-12,Books,6.03,5,15,25.63,South,In-Store
5241,2025-01-12,Electronics,605.71,5,0,3028.55,North,Online
5288,2025-01-12,Clothing,84.45,1,0,84.45,South,Online
5837,2025-01-12,Home & Kitchen,148.56,1,0,148.56,South,In-Store
5864,2025-01-12,Electronics,572.99,5,10,2578.46,North,In-Store
1044,2025-01-13,Electronics,153.89,4,0,615.56,North,Online
1116,2025-01-13,Clothing,19.67,5,0,98.35,North,In-Store
1435,2025-01-13,Home & Kitchen,209.1,2,10,376.38,West,Online
1596,2025-01-13,Clothing,76.03,1,0,76.03,West,Online
1838,2025-01-13,Home & Kitchen,70.67,3,0,212.01,South,Online
1982,2025-01-13,Electronics,605.83,1,5,575.54,East,Online
2414,2025-01-13,Clothing,64.6,5,5,306.85,West,Online
2464,2025-01-13,Electronics,582.72,5,0,2913.6,East,Online
2574,2025-01-13,Home & Kitchen,149.41,3,0,448.23,South,Online
2584,2025-01-13,Books,21.18,3,20,50.83,North,In-Store
2783,2025-01-13,Clothing,32.27,2,0,64.54,East,Online
2841,2025-01-13,Electronics,572.54,3,0,1717.62,North,Online
2958,2025-01-13,Home & Kitchen,27.16,2,0,54.32,South,Online
2986,2025-01-13,Home & Kitchen,20.31,4,0,81.24,North,Online
4352,2025-01-13,Books,27.82,1,5,26.43,South,Online
4622,2025-01-13,Clothing,110.42,5,0,552.1,East,Online
4827,2025-01-13,Sports,110.71,4,15,376.41,West,Online
5227,2025-01-13,Books,15.44,5,0,77.2,West,Online
5246,2025-01-13,Electronics,847.87,2,0,1695.74,West,In-Store
5252,2025-01-13,Home & Kitchen,237.82,2,5,451.86,North,Online
1224,2025-01-14,Books,11.33,5,0,56.65,South,Online
1821,2025-01-14,Clothing,31.22,2,0,62.44,North,In-Store
2516,2025-01-14,Electronics,658.1,5,0,3290.5,West,Online
2585,2025-01-14,Clothing,45.1,5,0,225.5,South,Online
2646,2025-01-14,Home & Kitchen,49.67,4,0,198.68,South,Online
2907,2025-01-14,Electronics,236.89,3,0,710.67,South,Online
3701,2025-01-14,Electronics,870.96,4,10,3135.46,North,Online
4137,2025-01-14,Clothing,39.85,5,0,199.25,East,Online
4412,2025-01-14,Sports,107.76,4,15,366.38,East,Online
5366,2025-01-14,Home & Kitchen,78.16,4,0,312.64,North,Online
5395,2025-01-14,Clothing,81.5,5,0,407.5,West,Online
5442,2025-01-14,Electronics,446.12,4,0,1784.48,East,Online
5628,2025-01-14,Home & Kitchen,72.66,3,10,196.18,East,In-Store
5693,2025-01-14,Clothing,16.87,2,5,32.05,South,Online
5984,2025-01-14,Home & Kitchen,37.4,2,10,67.32,East,Online
1987,2025-01-15,Electronics,629.4,1,0,629.4,South,In-Store
2007,2025-01-15,Electronics,777.06,4,0,3108.24,West,Online
2771,2025-01-15,Clothing,104.01,1,0,104.01,West,In-Store
2888,2025-01-15,Electronics,403.24,4,0,1612.96,West,Online
2919,2025-01-15,Electronics,333.05,1,0,333.05,West,Online
2935,2025-01-15,Sports,73.13,5,5,347.37,South,In-Store
3252,2025-01-15,Books,38.77,4,10,139.57,South,In-Store
3731,2025-01-15,Home & Kitchen,133.45,4,15,453.73,South,In-Store
4234,2025-01-15,Electronics,666.81,4,0,2667.24,South,Online
4595,2025-01-15,Home & Kitchen,195.87,5,5,930.38,South,Online
5234,2025-01-15,Home & Kitchen,207.18,4,0,828.72,South,Online
5448,2025-01-15,Home & Kitchen,198.06,3,5,564.47,West,Online
5987,2025-01-15,Sports,145.51,2,0,291.02,South,Online
1167,2025-01-16,Books,11.32,5,0,56.6,South,In-Store
1445,2025-01-16,Clothing,82.93,5,5,393.92,East,In-Store
1703,2025-01-16,Clothing,105.69,4,15,359.35,North,Online
1730,2025-01-16,Clothing,94.58,5,5,449.25,South,Online
1772,2025-01-16,Home & Kitchen,151.28,1,0,151.28,North,In-Store
2483,2025-01-16,Electronics,768.51,5,0,3842.55,West,Online
2546,2025-01-16,Electronics,794.58,4,10,2860.49,South,Online
2549,2025-01-16,Clothing,85.89,1,0,85.89,East,Online
2677,2025-01-16,Clothing,113.66,4,15,386.44,East,In-Store
2848,2025-01-16,Electronics,256.92,1,5,244.07,South,In-Store
2853,2025-01-16,Books,17.71,1,0,17.71,East,In-Store
2998,2025-01-16,Books,37.45,4,0,149.8,North,Online
3421,2025-01-16,Sports,167.39,4,5,636.08,South,Online
3754,2025-01-16,Electronics,813.57,1,0,813.57,South,In-Store
3827,2025-01-16,Electronics,568.64,5,10,2558.88,West,Online
3965,2025-01-16,Home & Kitchen,51.62,5,0,258.1,North,Online
4006,2025-01-16,Electronics,180.25,1,10,162.22,East,Online
4333,2025-01-16,Sports,130.27,5,15,553.65,North,Online
4740,2025-01-16,Clothing,85.55,3,20,205.32,West,In-Store
4753,2025-01-16,Electronics,377.98,5,0,1889.9,East,In-Store
4975,2025-01-16,Clothing,44.94,5,0,224.7,North,In-Store
5215,2025-01-16,Books,12.61,4,0,50.44,East,In-Store
5319,2025-01-16,Clothing,15.1,5,0,75.5,North,Online
5866,2025-01-16,Clothing,81.13,4,5,308.29,West,Online
1441,2025-01-17,Books,14.33,5,0,71.65,East,In-Store
1992,2025-01-17,Books,36.79,5,0,183.95,South,Online
2322,2025-01-17,Sports,151.68,1,0,151.68,West,Online
2339,2025-01-17,Books,23.21,2,0,46.42,East,In-Store
3161,2025-01-17,Home & Kitchen,98.01,5,0,490.05,West,Online
3714,2025-01-17,Electronics,290.91,2,0,581.82,East,In-Store
3817,2025-01-17,Sports,157.59,3,0,472.77,North,Online
4026,2025-01-17,Sports,105.39,4,20,337.25,West,Online
4057,2025-01-17,Home & Kitchen,214.81,4,0,859.24,North,Online
4807,2025-01-17,Clothing,116.97,3,0,350.91,East,Online
4825,2025-01-17,Electronics,727.25,2,5,1381.78,South,In-Store
5422,2025-01-17,Home & Kitchen,242.44,5,5,1151.59,North,In-Store
1644,2025-01-18,Electronics,853.9,2,0,1707.8,East,In-Store
1705,2025-01-18,Home & Kitchen,64.9,5,20,259.6,North,Online
1774,2025-01-18,Sports,57.89,1,0,57.89,West,Online
1777,2025-01-18,Clothing,91.3,3,10,246.51,East,In-Store
1830,2025-01-18,Electronics,229.62,4,0,918.48,West,Online
1881,2025-01-18,Clothing,105.98,2,15,180.17,West,Online
2588,2025-01-18,Electronics,635.75,2,0,1271.5,North,Online
2778,2025-01-18,Electronics,440.47,4,5,1673.79,West,Online
3256,2025-01-18,Electronics,281.63,1,0,281.63,West,In-Store
3433,2025-01-18,Clothing,111.12,4,0,444.48,West,Online
3682,2025-01-18,Home & Kitchen,155.82,1,0,155.82,West,Online
3736,2025-01-18,Home & Kitchen,248.86,5,0,1244.3,East,Online
3757,2025-01-18,Home & Kitchen,165.67,3,0,497.01,South,Online
4285,2025-01-18,Sports,132.64,4,5,504.03,South,Online
5235,2025-01-18,Books,18.53,2,0,37.06,North,Online
5566,2025-01-18,Sports,120.32,2,0,240.64,North,In-Store
5607,2025-01-18,Home & Kitchen,83.58,5,0,417.9,West,Online
5704,2025-01-18,Electronics,620.41,3,0,1861.23,North,Online
5749,2025-01-18,Home & Kitchen,222.72,4,20,712.7,North,In-Store
5841,2025-01-18,Electronics,806.01,5,0,4030.05,West,In-Store
5842,2025-01-18,Sports,78.19,3,0,234.57,West,Online
1141,2025-01-19,Electronics,731.65,2,0,1463.3,South,Online
1459,2025-01-19,Electronics,310.47,2,10,558.85,South,Online
1497,2025-01-19,Clothing,17.93,4,5,68.13,North,Online
1632,2025-01-19,Sports,23.15,3,0,69.45,North,Online
1870,2025-01-19,Home & Kitchen,249.72,3,0,749.16,South,Online
2067,2025-01-19,Electronics,419.6,5,0,2098.0,South,Online
2299,2025-01-19,Clothing,74.38,2,0,148.76,South,In-Store
2373,2025-01-19,Sports,47.49,3,0,142.47,West,Online
2438,2025-01-19,Clothing,11.77,2,0,23.54,East,Online
2632,2025-01-19,Home & Kitchen,158.76,4,10,571.54,South,In-Store
3327,2025-01-19,Electronics,534.91,4,0,2139.64,South,In-Store
3730,2025-01-19,Electronics,840.57,4,0,3362.28,South,Online
3758,2025-01-19,Electronics,351.46,4,0,1405.84,East,In-Store
3930,2025-01-19,Electronics,193.7,1,20,154.96,West,Online
4128,2025-01-19,Clothing,76.02,2,0,152.04,North,Online
4457,2025-01-19,Clothing,87.01,1,0,87.01,South,Online
4602,2025-01-19,Sports,94.39,1,0,94.39,West,Online
5028,2025-01-19,Clothing,87.94,2,5,167.09,North,In-Store
5612,2025-01-19,Sports,154.52,3,0,463.56,South,Online
5938,2025-01-19,Clothing,71.87,4,0,287.48,West,Online
1313,2025-01-20,Home & Kitchen,54.24,3,0,162.72,North,Online
1407,2025-01-20,Clothing,13.79,1,20,11.03,East,Online
1689,2025-01-20,Clothing,101.57,3,0,304.71,West,Online
1900,2025-01-20,Home & Kitchen,79.36,1,15,67.46,West,Online
2114,2025-01-20,Sports,109.11,1,15,92.74,West,Online
2910,2025-01-20,Home & Kitchen,97.02,3,20,232.85,West,Online
3494,2025-01-20,Clothing,49.84,2,0,99.68,North,In-Store
3704,2025-01-20,Clothing,119.11,1,0,119.11,East,Online
4849,2025-01-20,Clothing,67.96,1,10,61.16,East,Online
5433,2025-01-20,Clothing,71.64,5,5,340.29,West,In-Store
5910,2025-01-20,Clothing,46.83,1,5,44.49,East,Online
1223,2025-01-21,Sports,39.34,4,0,157.36,West,Online
1291,2025-01-21,Books,9.66,1,5,9.18,West,Online
1402,2025-01-21,Books,24.52,3,0,73.56,North,Online
1937,2025-01-21,Electronics,191.02,5,0,955.1,South,Online
2212,2025-01-21,Home & Kitchen,178.22,3,0,534.66,West,Online
2314,2025-01-21,Electronics,353.54,2,20,565.66,East,In-Store
2319,2025-01-21,Books,5.52,3,0,16.56,East,Online
2434,2025-01-21,Sports,61.84,4,0,247.36,South,Online
2721,2025-01-21,Home & Kitchen,40.77,1,0,40.77,East,Online
3085,2025-01-21,Home & Kitchen,179.01,3,0,537.03,East,In-Store
3113,2025-01-21,Home & Kitchen,122.06,2,10,219.71,East,In-Store
4075,2025-01-21,Clothing,108.67,3,0,326.01,South,Online
4231,2025-01-21,Home & Kitchen,100.69,2,15,171.17,North,Online
4908,2025-01-21,Home & Kitchen,207.56,1,0,207.56,South,In-Store
5136,2025-01-21,Clothing,116.47,5,0,582.35,North,Online
5324,2025-01-21,Clothing,87.09,5,0,435.45,West,Online
1036,2025-01-22,Electronics,879.76,5,0,4398.8,East,In-Store
1337,2025-01-22,Sports,138.77,2,5,263.66,West,Online
1413,2025-01-22,Clothing,89.5,2,0,179.0,South,Online
1425,2025-01-22,Clothing,23.19,3,0,69.57,East,In-Store
1669,2025-01-22,Electronics,676.04,3,0,2028.12,North,In-Store
1783,2025-01-22,Books,33.28,3,10,89.86,North,Online
2081,2025-01-22,Clothing,74.92,2,0,149.84,West,In-Store
2272,2025-01-22,Electronics,393.33,2,0,786.66,East,Online
2637,2025-01-22,Sports,186.64,3,0,559.92,South,Online
2980,2025-01-22,Home & Kitchen,83.06,1,0,83.06,East,In-Store
3681,2025-01-22,Home & Kitchen,124.38,3,0,373.14,East,In-Store
3804,2025-01-22,Clothing,43.73,3,0,131.19,South,In-Store
3947,2025-01-22,Clothing,104.57,5,0,522.85,South,In-Store
4087,2025-01-22,Home & Kitchen,126.56,1,0,126.56,South,Online
4386,2025-01-22,Books,31.33,2,0,62.66,North,In-Store
4472,2025-01-22,Electronics,288.86,2,0,577.72,West,In-Store
4604,2025-01-22,Electronics,363.07,4,0,1452.28,South,Online
4920,2025-01-22,Books,22.08,5,5,104.88,West,Online
5370,2025-01-22,Electronics,607.66,4,0,2430.64,North,In-Store
5585,2025-01-22,Books,39.96,4,5,151.85,West,In-Store
5827,2025-01-22,Home & Kitchen,85.97,3,5,245.01,South,In-Store
5904,2025-01-22,Electronics,312.41,4,0,1249.64,West,In-Store
2179,2025-01-23,Home & Kitchen,137.1,1,0,137.1,West,Online
2215,2025-01-23,Home & Kitchen,125.82,5,0,629.1,South,Online
2418,2025-01-23,Electronics,197.71,2,0,395.42,South,Online
2723,2025-01-23,Clothing,33.24,4,0,132.96,East,Online
2812,2025-01-23,Clothing,114.81,1,0,114.81,West,Online
3467,2025-01-23,Books,35.9,2,0,71.8,West,Online
4015,2025-01-23,Home & Kitchen,64.21,5,0,321.05,South,Online
4906,2025-01-23,Sports,141.45,1,0,141.45,North,Online
5946,2025-01-23,Home & Kitchen,215.49,5,0,1077.45,South,In-Store
1432,2025-01-24,Sports,190.89,1,0,190.89,South,Online
1782,2025-01-24,Clothing,30.34,1,0,30.34,East,Online
2062,2025-01-24,Home & Kitchen,53.4,2,0,106.8,North,In-Store
2091,2025-01-24,Sports,120.7,5,0,603.5,West,In-Store
2277,2025-01-24,Clothing,83.76,4,5,318.29,North,Online
2388,2025-01-24,Books,30.22,4,0,120.88,North,Online
2885,2025-01-24,Sports,169.06,4,0,676.24,East,In-Store
2936,2025-01-24,Clothing,49.25,1,5,46.79,North,In-Store
2943,2025-01-24,Clothing,67.94,5,20,271.76,West,Online
2972,2025-01-24,Electronics,366.69,3,0,1100.07,North,Online
4211,2025-01-24,Clothing,63.18,3,0,189.54,South,In-Store
4603,2025-01-24,Clothing,63.7,2,0,127.4,West,In-Store
5425,2025-01-24,Electronics,462.72,1,5,439.58,West,Online
5696,2025-01-24,Books,34.02,2,10,61.24,East,Online
1216,2025-01-25,Books,12.67,4,5,48.15,North,Online
1278,2025-01-25,Clothing,23.39,5,0,116.95,South,Online
2955,2025-01-25,Clothing,27.39,4,15,93.13,South,Online
3105,2025-01-25,Clothing,99.44,4,0,397.76,North,Online
3504,2025-01-25,Books,25.52,1,10,22.97,South,Online
3624,2025-01-25,Books,17.63,4,10,63.47,North,Online
4121,2025-01-25,Electronics,582.85,4,0,2331.4,West,In-Store
4492,2025-01-25,Clothing,102.41,3,0,307.23,South,Online
4549,2025-01-25,Home & Kitchen,136.34,5,5,647.62,West,In-Store
4869,2025-01-25,Home & Kitchen,202.18,1,0,202.18,East,Online
5091,2025-01-25,Clothing,55.09,1,0,55.09,South,Online
5441,2025-01-25,Sports,79.03,3,5,225.24,East,Online
5460,2025-01-25,Electronics,811.85,2,5,1542.52,South,Online
5627,2025-01-25,Electronics,415.04,2,20,664.06,West,Online
5637,2025-01-25,Home & Kitchen,231.55,1,0,231.55,South,Online
2296,2025-01-26,Electronics,235.32,4,5,894.22,South,Online
2857,2025-01-26,Electronics,583.32,2,0,1166.64,South,Online
3129,2025-01-26,Home & Kitchen,182.15,4,0,728.6,East,Online
3625,2025-01-26,Home & Kitchen,32.28,1,0,32.28,South,Online
3676,2025-01-26,Books,12.21,5,5,58.0,South,Online
3846,2025-01-26,Clothing,68.11,3,0,204.33,South,Online
4286,2025-01-26,Books,34.0,1,15,28.9,South,Online
4642,2025-01-26,Books,18.7,4,0,74.8,East,Online
4651,2025-01-26,Home & Kitchen,168.71,5,0,843.55,South,Online
5124,2025-01-26,Electronics,271.31,1,15,230.61,East,In-Store
5563,2025-01-26,Home & Kitchen,165.93,3,0,497.79,South,Online
5620,2025-01-26,Electronics,427.63,4,0,1710.52,East,Online
5774,2025-01-26,Home & Kitchen,49.92,5,0,249.6,North,Online
1250,2025-01-27,Books,23.63,2,0,47.26,West,In-Store
2568,2025-01-27,Home & Kitchen,101.79,5,0,508.95,South,Online
2654,2025-01-27,Books,28.91,3,0,86.73,East,In-Store
2965,2025-01-27,Electronics,788.32,2,0,1576.64,East,Online
3453,2025-01-27,Sports,132.49,1,0,132.49,North,In-Store
3564,2025-01-27,Clothing,11.31,5,0,56.55,East,In-Store
3711,2025-01-27,Home & Kitchen,29.97,1,10,26.97,North,Online
3769,2025-01-27,Electronics,879.61,2,0,1759.22,East,Online
3824,2025-01-27,Electronics,870.65,1,0,870.65,South,In-Store
4410,2025-01-27,Clothing,34.53,2,0,69.06,East,Online
4581,2025-01-27,Home & Kitchen,30.71,1,10,27.64,West,Online
4615,2025-01-27,Electronics,290.35,4,10,1045.26,East,Online
5678,2025-01-27,Clothing,43.81,1,0,43.81,North,In-Store
5824,2025-01-27,Sports,60.73,2,15,103.24,West,Online
1013,2025-01-28,Books,26.82,2,0,53.64,North,Online
1105,2025-01-28,Electronics,391.56,2,10,704.81,South,Online
1226,2025-01-28,Home & Kitchen,171.05,1,0,171.05,West,Online
1297,2025-01-28,Home & Kitchen,114.79,5,0,573.95,South,In-Store
1582,2025-01-28,Home & Kitchen,175.02,4,10,630.07,North,Online
1608,2025-01-28,Sports,190.22,3,0,570.66,West,In-Store
2134,2025-01-28,Sports,107.12,5,0,535.6,South,Online
2421,2025-01-28,Home & Kitchen,169.16,5,0,845.8,East,Online
2683,2025-01-28,Electronics,338.24,3,0,1014.72,West,Online
2694,2025-01-28,Home & Kitchen,158.36,4,15,538.42,North,Online
3420,2025-01-28,Home & Kitchen,193.24,4,0,772.96,West,Online
3691,2025-01-28,Clothing,34.69,3,0,104.07,West,Online
3746,2025-01-28,Home & Kitchen,136.54,1,5,129.71,East,Online
3977,2025-01-28,Home & Kitchen,41.52,5,5,197.22,West,Online
4124,2025-01-28,Clothing,52.21,3,0,156.63,East,Online
